,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,russian_men,russian_women
0,Valli,1,2,10.0,23.0,15.0,13.0,0.0,0.0,25.0,36.0,20.0,15.0,0.0,11.0,14.0,1.0,1.0,5.0,0.0,0.0,2.0,3.0
1,Valli,2,6,15.0,23.0,13.0,12.0,0.0,0.0,28.0,35.0,21.0,20.0,0.0,14.0,8.0,0.0,0.0,10.0,1.0,0.0,6.0,2.0
2,Valli,3,9,14.0,23.0,4.0,3.0,0.0,0.0,18.0,26.0,14.0,9.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Valli,4,12,15.0,24.0,10.0,13.0,0.0,0.0,25.0,37.0,15.0,20.0,0.0,21.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4,Valli,5,17,11.0,21.0,8.0,13.0,0.0,0.0,19.0,34.0,11.0,13.0,0.0,22.0,6.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0
5,Valli,6,20,11.0,18.0,2.0,10.0,0.0,0.0,13.0,28.0,4.0,12.0,0.0,17.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
6,Valli,7,25,30.0,11.0,9.0,5.0,0.0,0.0,39.0,16.0,4.0,9.0,0.0,37.0,3.0,2.0,0.0,30.0,0.0,0.0,28.0,2.0
7,Valli,8,27,19.0,21.0,17.0,18.0,0.0,0.0,36.0,39.0,15.0,13.0,0.0,39.0,8.0,0.0,0.0,16.0,0.0,0.0,7.0,6.0
8,Valli,9,29,18.0,18.0,12.0,10.0,0.0,0.0,30.0,28.0,20.0,16.0,0.0,18.0,4.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0
9,Valli,10,35,20.0,21.0,6.0,6.0,0.0,0.0,26.0,27.0,12.0,10.0,0.0,24.0,7.0,0.0,0.0,8.0,0.0,0.0,5.0,3.0
10,Valli,11,35,19.0,22.0,7.0,5.0,0.0,0.0,26.0,27.0,17.0,10.0,0.0,14.0,11.0,1.0,0.0,11.0,0.0,0.0,6.0,6.0
11,Valli,12,37,11.0,21.0,3.0,9.0,0.0,0.0,14.0,30.0,14.0,12.0,0.0,15.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
12,Valli,13,40,11.0,37.0,12.0,7.0,0.0,0.0,23.0,44.0,25.0,17.0,0.0,6.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Valli,14,42,8.0,26.0,3.0,8.0,0.0,0.0,11.0,34.0,17.0,8.0,0.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Valli,15,45,22.0,24.0,9.0,11.0,0.0,0.0,31.0,35.0,29.0,5.0,0.0,23.0,9.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
15,Valli,16,46,13.0,29.0,7.0,7.0,0.0,0.0,20.0,36.0,9.0,21.0,0.0,10.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0
16,Valli,17,50,13.0,28.0,14.0,10.0,0.0,0.0,27.0,38.0,10.0,26.0,0.0,17.0,11.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0
17,Valli,18,52,18.0,24.0,7.0,8.0,0.0,0.0,25.0,32.0,25.0,5.0,0.0,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valli,19,53,20.0,45.0,5.0,7.0,0.0,0.0,25.0,52.0,32.0,13.0,0.0,2.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,Valli,20,56,11.0,20.0,4.0,8.0,0.0,0.0,15.0,28.0,13.0,9.0,0.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Valli,21,59,19.0,32.0,13.0,15.0,0.0,0.0,32.0,47.0,40.0,12.0,0.0,18.0,8.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0
21,Valli,22,61,15.0,33.0,7.0,9.0,0.0,0.0,22.0,42.0,29.0,15.0,0.0,10.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
22,Valli,23,64,14.0,22.0,8.0,9.0,0.0,0.0,22.0,31.0,25.0,7.0,0.0,13.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
23,Valli,24,64,19.0,33.0,6.0,13.0,0.0,0.0,25.0,46.0,44.0,9.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Valli,25,65,14.0,24.0,4.0,6.0,0.0,0.0,18.0,30.0,6.0,20.0,0.0,18.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,Valli,26,67,16.0,23.0,14.0,12.0,0.0,0.0,30.0,35.0,16.0,11.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Valli,27,69,9.0,30.0,6.0,7.0,0.0,0.0,15.0,37.0,24.0,10.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Valli,28,71,14.0,26.0,5.0,10.0,0.0,0.0,19.0,36.0,12.0,14.0,0.0,21.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
28,Valli,29,74,12.0,35.0,13.0,3.0,0.0,0.0,25.0,38.0,27.0,19.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Valli,30,75,12.0,19.0,5.0,8.0,0.0,0.0,17.0,27.0,8.0,24.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Valli,31,81,16.0,28.0,5.0,15.0,0.0,0.0,21.0,33.0,13.0,13.0,0.0,22.0,5.0,1.0,1.0,9.0,0.0,0.0,1.0,4.0
31,Valli,32,85,7.0,27.0,5.0,8.0,0.0,0.0,12.0,35.0,6.0,6.0,0.0,23.0,10.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
32,Valli,33,89,19.0,27.0,8.0,12.0,0.0,0.0,27.0,39.0,10.0,45.0,0.0,6.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
33,Valli,34,94,13.0,28.0,8.0,3.0,0.0,0.0,21.0,31.0,14.0,13.0,0.0,16.0,6.0,3.0,0.0,18.0,0.0,0.0,5.0,4.0
34,Valli,35,97,11.0,21.0,7.0,13.0,0.0,0.0,18.0,34.0,14.0,10.0,0.0,16.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
35,Valli,36,104,13.0,28.0,11.0,12.0,0.0,0.0,24.0,40.0,13.0,5.0,4.0,37.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
36,Valli,37,108,20.0,26.0,17.0,11.0,0.0,0.0,37.0,37.0,19.0,15.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Valli,38,113,19.0,27.0,11.0,9.0,0.0,0.0,30.0,36.0,30.0,5.0,0.0,13.0,18.0,0.0,0.0,23.0,0.0,0.0,13.0,6.0
38,Valli,39,116,17.0,26.0,3.0,4.0,0.0,0.0,20.0,30.0,8.0,17.0,0.0,3.0,9.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0
39,Valli,40,116,47.0,29.0,5.0,5.0,0.0,0.0,32.0,34.0,3.0,6.0,0.0,62.0,0.0,15.0,86.0,1.0,0.0,0.0,0.0,0.0
40,Valli,41,116,10.0,10.0,1.0,3.0,0.0,0.0,11.0,13.0,6.0,8.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0
41,Valli,42,116,15.0,16.0,5.0,3.0,0.0,0.0,20.0,19.0,0.0,12.0,1.0,22.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0
42,Valli,43,116,7.0,17.0,7.0,4.0,0.0,0.0,14.0,21.0,3.0,16.0,0.0,7.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0
43,Valli,44,118,12.0,24.0,15.0,12.0,0.0,0.0,27.0,36.0,1.0,22.0,0.0,31.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
44,Valli,45,120,13.0,32.0,12.0,10.0,0.0,0.0,25.0,42.0,15.0,43.0,0.0,5.0,3.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0
45,Valli,46,122,20.0,25.0,10.0,12.0,0.0,0.0,30.0,37.0,10.0,14.0,0.0,29.0,14.0,0.0,0.0,33.0,0.0,0.0,12.0,11.0
46,Valli,47,125,14.0,25.0,13.0,8.0,0.0,0.0,27.0,33.0,9.0,25.0,0.0,23.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47,Valli,48,127,12.0,22.0,10.0,6.0,0.0,0.0,22.0,28.0,3.0,16.0,0.0,25.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
48,Valli,49,130,24.0,22.0,10.0,7.0,0.0,0.0,34.0,29.0,17.0,18.0,0.0,25.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0
49,Valli,50,134,21.0,26.0,7.0,12.0,0.0,0.0,28.0,38.0,14.0,25.0,0.0,14.0,9.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
50,Valli,51,146,13.0,25.0,8.0,14.0,0.0,0.0,21.0,39.0,11.0,13.0,0.0,26.0,7.0,3.0,0.0,39.0,0.0,0.0,15.0,25.0
51,Valli,52,143,12.0,29.0,9.0,16.0,0.0,0.0,21.0,45.0,31.0,9.0,0.0,12.0,11.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
52,Valli,53,143,11.0,31.0,12.0,8.0,0.0,0.0,23.0,39.0,21.0,27.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Valli,54,151,11.0,32.0,10.0,9.0,0.0,0.0,21.0,41.0,28.0,15.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Valli,55,152,16.0,34.0,16.0,11.0,0.0,0.0,32.0,45.0,38.0,25.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Valli,56,153,14.0,27.0,8.0,5.0,0.0,0.0,22.0,32.0,21.0,11.0,0.0,16.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
56,Valli,57,53,17.0,27.0,17.0,14.0,0.0,0.0,34.0,41.0,25.0,41.0,0.0,0.0,9.0,0.0,0.0,39.0,0.0,0.0,13.0,14.0
57,Valli,58,168,13.0,24.0,10.0,11.0,0.0,0.0,23.0,35.0,19.0,19.0,0.0,7.0,12.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0
58,Valli,59,175,12.0,28.0,14.0,8.0,0.0,0.0,26.0,36.0,27.0,18.0,0.0,7.0,10.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
59,Valli,60,178,12.0,32.0,7.0,11.0,0.0,0.0,19.0,43.0,20.0,12.0,0.0,21.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
60,Valli,61,178,4.0,15.0,2.0,4.0,0.0,0.0,6.0,19.0,8.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Salakkalahti,62,2,11.0,23.0,12.0,9.0,0.0,0.0,23.0,32.0,12.0,7.0,0.0,28.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
62,Salakkalahti,63,5,12.0,30.0,5.0,5.0,0.0,0.0,17.0,35.0,18.0,6.0,0.0,8.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
63,Salakkalahti,64,6,16.0,25.0,5.0,7.0,0.0,0.0,21.0,32.0,26.0,15.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Salakkalahti,65,7,11.0,26.0,7.0,3.0,0.0,0.0,18.0,29.0,7.0,21.0,0.0,9.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0
65,Salakkalahti,66,7,16.0,29.0,6.0,7.0,0.0,0.0,22.0,36.0,33.0,4.0,0.0,12.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
66,Salakkalahti,67,9,21.0,25.0,7.0,5.0,0.0,0.0,28.0,30.0,12.0,31.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Salakkalahti,68,10,15.0,22.0,9.0,9.0,0.0,0.0,24.0,31.0,24.0,12.0,0.0,12.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
68,Salakkalahti,69,12,17.0,28.0,10.0,10.0,0.0,0.0,27.0,38.0,31.0,11.0,0.0,11.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
69,Salakkalahti,70,14,16.0,24.0,11.0,7.0,0.0,0.0,27.0,31.0,14.0,11.0,0.0,20.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
70,Salakkalahti,71,16,19.0,37.0,4.0,10.0,0.0,0.0,23.0,47.0,34.0,1.0,0.0,6.0,29.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
71,Salakkalahti,72,17,19.0,27.0,7.0,6.0,0.0,0.0,26.0,33.0,23.0,24.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Salakkalahti,73,18,4.0,10.0,5.0,6.0,0.0,0.0,9.0,16.0,10.0,5.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Repola,74,2,12.0,26.0,7.0,8.0,0.0,0.0,19.0,34.0,28.0,9.0,0.0,4.0,11.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
74,Repola,75,4,13.0,20.0,4.0,5.0,0.0,0.0,17.0,25.0,9.0,7.0,0.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Repola,76,8,16.0,28.0,2.0,7.0,0.0,0.0,18.0,35.0,13.0,13.0,0.0,8.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Repola,77,8,14.0,37.0,12.0,15.0,0.0,0.0,26.0,52.0,54.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Repola,78,11,18.0,11.0,6.0,14.0,0.0,0.0,24.0,25.0,3.0,20.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Repola,79,11,8.0,17.0,8.0,8.0,0.0,0.0,16.0,25.0,0.0,13.0,0.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Repola,80,13,19.0,27.0,6.0,12.0,0.0,0.0,25.0,39.0,31.0,8.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Repola,81,15,15.0,29.0,3.0,5.0,0.0,0.0,18.0,34.0,12.0,18.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Repola,82,16,16.0,29.0,6.0,7.0,0.0,0.0,22.0,36.0,8.0,20.0,0.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Repola,83,18,16.0,23.0,10.0,14.0,0.0,0.0,26.0,37.0,18.0,30.0,0.0,9.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
83,Repola,84,20,17.0,19.0,6.0,9.0,0.0,0.0,23.0,28.0,5.0,14.0,0.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Repola,85,20,10.0,23.0,10.0,8.0,0.0,0.0,20.0,31.0,9.0,12.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
85,Repola,86,21,13.0,25.0,12.0,12.0,0.0,0.0,25.0,37.0,9.0,33.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Repola,87,21,20.0,15.0,4.0,13.0,0.0,0.0,24.0,28.0,25.0,17.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,Repola,88,21,15.0,19.0,7.0,6.0,0.0,0.0,22.0,25.0,17.0,21.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Repola,89,21,17.0,22.0,7.0,10.0,0.0,0.0,24.0,32.0,30.0,16.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Repola,90,22,21.0,24.0,3.0,4.0,0.0,0.0,24.0,28.0,13.0,10.0,0.0,6.0,23.0,0.0,0.0,22.0,0.0,0.0,13.0,5.0
90,Repola,91,22,22.0,23.0,6.0,7.0,0.0,0.0,28.0,30.0,17.0,13.0,0.0,23.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0
91,Repola,92,23,13.0,22.0,4.0,10.0,0.0,0.0,17.0,32.0,8.0,8.0,0.0,23.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Repola,93,26,15.0,29.0,9.0,11.0,0.0,0.0,24.0,40.0,38.0,7.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Repola,94,28,13.0,26.0,6.0,7.0,0.0,0.0,19.0,33.0,18.0,20.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Repola,95,30,15.0,20.0,6.0,6.0,0.0,0.0,21.0,26.0,11.0,15.0,0.0,16.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
95,Repola,96,31,18.0,24.0,3.0,2.0,0.0,0.0,21.0,26.0,19.0,11.0,0.0,4.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
96,Repola,97,32,18.0,31.0,9.0,10.0,0.0,0.0,27.0,41.0,46.0,9.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Repola,98,32,19.0,23.0,3.0,19.0,0.0,0.0,22.0,42.0,8.0,23.0,0.0,23.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Repola,99,34,17.0,28.0,16.0,15.0,0.0,0.0,33.0,43.0,20.0,30.0,0.0,14.0,12.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0
99,Repola,100,35,10.0,30.0,7.0,12.0,0.0,0.0,17.0,42.0,11.0,12.0,0.0,33.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
100,Repola,101,35,18.0,18.0,10.0,9.0,0.0,0.0,28.0,27.0,17.0,28.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
101,Repola,102,36,17.0,18.0,7.0,4.0,0.0,0.0,24.0,22.0,16.0,15.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
102,Repola,103,36,21.0,32.0,13.0,14.0,0.0,0.0,34.0,46.0,20.0,51.0,0.0,1.0,8.0,0.0,0.0,10.0,1.0,0.0,3.0,2.0
103,Repola,104,38,18.0,19.0,17.0,12.0,0.0,0.0,35.0,31.0,8.0,34.0,0.0,21.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
104,Repola,105,39,17.0,19.0,2.0,2.0,0.0,0.0,19.0,21.0,3.0,18.0,0.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Repola,106,44,17.0,25.0,7.0,9.0,0.0,0.0,24.0,34.0,26.0,14.0,0.0,6.0,11.0,1.0,0.0,8.0,0.0,0.0,1.0,3.0
106,Repola,107,44,16.0,25.0,4.0,9.0,0.0,0.0,20.0,34.0,21.0,14.0,0.0,12.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
107,Repola,108,49,21.0,15.0,10.0,19.0,0.0,0.0,31.0,34.0,14.0,13.0,16.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
108,Repola,109,55,21.0,25.0,9.0,9.0,0.0,0.0,30.0,34.0,30.0,3.0,0.0,22.0,9.0,0.0,0.0,17.0,0.0,0.0,5.0,6.0
109,Repola,110,56,10.0,28.0,3.0,6.0,0.0,0.0,13.0,34.0,11.0,24.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
110,Repola,111,56,10.0,30.0,5.0,4.0,0.0,0.0,15.0,34.0,22.0,9.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0
111,Repola,112,58,19.0,24.0,6.0,7.0,0.0,0.0,25.0,31.0,13.0,18.0,0.0,22.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0
112,Repola,113,59,14.0,18.0,9.0,13.0,0.0,0.0,23.0,31.0,14.0,22.0,0.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
113,Repola,114,63,15.0,29.0,10.0,12.0,0.0,0.0,25.0,41.0,29.0,30.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Repola,115,63,22.0,28.0,10.0,14.0,0.0,0.0,32.0,42.0,43.0,22.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,Repola,116,63,11.0,28.0,10.0,11.0,0.0,0.0,21.0,39.0,20.0,24.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Repola,117,63,17.0,33.0,9.0,11.0,0.0,0.0,26.0,44.0,30.0,32.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
117,Repola,118,66,20.0,28.0,13.0,14.0,0.0,0.0,33.0,42.0,24.0,16.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Repola,119,67,17.0,27.0,13.0,14.0,0.0,0.0,30.0,41.0,41.0,13.0,0.0,1.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
119,Repola,120,68,16.0,30.0,9.0,9.0,0.0,0.0,25.0,39.0,11.0,32.0,0.0,7.0,14.0,1.0,0.0,5.0,0.0,0.0,4.0,5.0
120,Repola,121,70,13.0,21.0,4.0,12.0,0.0,0.0,17.0,33.0,10.0,17.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Repola,122,77,15.0,21.0,8.0,8.0,0.0,0.0,23.0,29.0,6.0,15.0,0.0,27.0,4.0,0.0,0.0,13.0,0.0,0.0,4.0,2.0
122,Repola,123,78,17.0,14.0,18.0,11.0,0.0,0.0,35.0,25.0,11.0,4.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Repola,124,88,14.0,19.0,4.0,11.0,0.0,0.0,18.0,30.0,7.0,12.0,17.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
124,Repola,125,89,20.0,19.0,12.0,13.0,0.0,0.0,32.0,32.0,23.0,18.0,0.0,21.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
125,Repola,126,91,15.0,23.0,4.0,5.0,0.0,0.0,19.0,28.0,16.0,16.0,0.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
